date,description,amount,transaction_type,account_name,category,source_dataset,description_clean,date_month,date_day_of_week
2018-08-26,Credit Card Payment,144.71,credit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,credit card payment,8,Sunday
2024-10-21,Why though decide bank likely.,167.43,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,why though decide bank likely,10,Monday
2018-09-29,Greek Restaurant,23.26,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,greek restaurant,9,Saturday
2022-04-18,Professional color group.,1233.7,expense,unknown,Shopping,Personal_Finance_Dataset.csv,professional color group,4,Monday
2018-11-22,State Farm,70.01,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,state farm,11,Thursday
2019-02-25,Power Company,113.16,credit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,power company,2,Monday
2019-10-22,American Tavern,122.53,debit,Checking,Entertainment,aug_personal_transactions_with_UserId.csv,american tavern,10,Tuesday
2019-03-05,Biweekly Paycheck,106.13,debit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,biweekly paycheck,3,Tuesday
2019-07-04,Credit Card Payment,46.63,credit,Platinum Card,Internet,aug_personal_transactions_with_UserId.csv,credit card payment,7,Thursday
2019-01-22,City Water Charges,181.29,credit,Silver Card,Mobile Phone,aug_personal_transactions_with_UserId.csv,city water charges,1,Tuesday
2018-03-22,State Farm,87.51,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,state farm,3,Thursday
2018-06-26,Credit Card Payment,199.48,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,6,Tuesday
2019-01-25,Grocery Store,108.7,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,1,Friday
2019-06-08,Biweekly Paycheck,139.24,debit,Silver Card,Home Improvement,aug_personal_transactions_with_UserId.csv,biweekly paycheck,6,Saturday
2018-10-25,Credit Card Payment,70.55,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,10,Thursday
2019-02-07,Grocery Store,135.57,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,2,Thursday
2018-08-14,BP,87.61,debit,Platinum Card,Electronics & Software,aug_personal_transactions_with_UserId.csv,bp,8,Tuesday
2019-08-26,Amazon,20.97,debit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,amazon,8,Monday
2018-07-19,Power Company,137.17,credit,Silver Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,power company,7,Thursday
2018-12-11,Amazon,78.8,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,amazon,12,Tuesday
2019-06-01,Grocery Store,173.82,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,grocery store,6,Saturday
2018-11-01,Amazon,8.64,debit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,amazon,11,Thursday
2019-02-26,State Farm,16.18,credit,Silver Card,Income,aug_personal_transactions_with_UserId.csv,state farm,2,Tuesday
2019-08-10,Mike's Construction Co.,73.4,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,mike s construction co,8,Saturday
2020-07-28,Price my.,1900.58,expense,unknown,Health & Fitness,Personal_Finance_Dataset.csv,price my,7,Tuesday
2022-11-18,Window research his.,443.48,expense,unknown,Shopping,Personal_Finance_Dataset.csv,window research his,11,Friday
2019-08-17,American Tavern,3.5,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,american tavern,8,Saturday
2019-07-03,Shell,28.89,debit,Checking,Income,aug_personal_transactions_with_UserId.csv,shell,7,Wednesday
2018-11-08,Gas Company,87.97,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,gas company,11,Thursday
2019-07-29,Power Company,38.52,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,power company,7,Monday
2020-07-31,Ahead picture son.,1506.04,expense,unknown,Travel,Personal_Finance_Dataset.csv,ahead picture son,7,Friday
2018-11-17,Hardware Store,15.47,debit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,hardware store,11,Saturday
2018-10-11,Brewing Company,78.03,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,brewing company,10,Thursday
2018-11-27,Grocery Store,113.68,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,11,Tuesday
2022-12-18,Condition all blood.,1464.22,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,condition all blood,12,Sunday
2018-05-11,Mike's Construction Co.,8000.0,debit,Checking,Home Improvement,aug_personal_transactions_with_UserId.csv,mike s construction co,5,Friday
2018-06-13,Grocery Store,192.18,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,6,Wednesday
2018-07-19,Movie Theater,161.3,credit,Checking,Internet,aug_personal_transactions_with_UserId.csv,movie theater,7,Thursday
2019-10-09,American Tavern,165.7,credit,Checking,Coffee Shops,aug_personal_transactions_with_UserId.csv,american tavern,10,Wednesday
2019-02-04,Barbershop,40.19,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,barbershop,2,Monday
2023-05-12,Record professor small.,4491.0,income,unknown,Other,Personal_Finance_Dataset.csv,record professor small,5,Friday
2021-12-20,Agreement red way nor none.,778.83,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,agreement red way nor none,12,Monday
2018-08-31,Starbucks,3.99,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,starbucks,8,Friday
2020-10-16,Go consider century price.,512.43,expense,unknown,Dining,Personal_Finance_Dataset.csv,go consider century price,10,Friday
2019-04-12,Grocery Store,147.47,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,4,Friday
2018-12-08,State Farm,44.87,debit,Silver Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,state farm,12,Saturday
2019-02-07,Gas Company,65.0,debit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,gas company,2,Thursday
2018-06-23,Barbershop,51.48,debit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,barbershop,6,Saturday
2018-08-14,Brunch Restaurant,120.01,credit,Platinum Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,brunch restaurant,8,Tuesday
2019-01-05,City Water Charges,144.38,debit,Checking,Entertainment,aug_personal_transactions_with_UserId.csv,city water charges,1,Saturday
2018-10-29,City Water Charges,28.86,debit,Checking,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,city water charges,10,Monday
2018-04-25,Credit Card Payment,105.69,debit,Silver Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,credit card payment,4,Wednesday
2018-12-03,Grocery Store,85.36,debit,Checking,Auto Insurance,aug_personal_transactions_with_UserId.csv,grocery store,12,Monday
2019-01-13,City Water Charges,150.96,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,city water charges,1,Sunday
2018-03-17,Spotify,82.02,debit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,spotify,3,Saturday
2023-08-30,Three certain.,1284.78,expense,unknown,Travel,Personal_Finance_Dataset.csv,three certain,8,Wednesday
2019-01-20,Shell,16.65,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,shell,1,Sunday
2019-06-16,QuikTrip,128.47,debit,Platinum Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,quiktrip,6,Sunday
2024-04-06,Tell soon executive.,255.24,expense,unknown,Bills & Utilities,Personal_Finance_Dataset.csv,tell soon executive,4,Saturday
2019-09-29,Amazon,135.15,credit,Checking,Haircut,aug_personal_transactions_with_UserId.csv,amazon,9,Sunday
2018-09-19,State Farm,118.96,debit,Silver Card,Home Improvement,aug_personal_transactions_with_UserId.csv,state farm,9,Wednesday
2018-11-13,Gas Company,19.48,credit,Checking,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,gas company,11,Tuesday
2018-04-02,Hardware Store,13.89,debit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,hardware store,4,Monday
2019-06-29,Hardware Store,184.73,debit,Checking,Income,aug_personal_transactions_with_UserId.csv,hardware store,6,Saturday
2023-03-05,Stop later reveal both.,1404.44,expense,unknown,Shopping,Personal_Finance_Dataset.csv,stop later reveal both,3,Sunday
2019-05-16,Netflix,25.81,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,netflix,5,Thursday
2019-06-15,Biweekly Paycheck,31.89,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,biweekly paycheck,6,Saturday
2019-10-19,Movie Theater,182.15,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,movie theater,10,Saturday
2018-06-18,Fancy Restaurant,105.45,debit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,fancy restaurant,6,Monday
2019-10-03,Grocery Store,50.8,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,10,Thursday
2019-02-21,BP,46.31,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,bp,2,Thursday
2018-09-06,Credit Card Payment,15.42,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,9,Thursday
2019-03-05,QuikTrip,179.48,credit,Platinum Card,Mobile Phone,aug_personal_transactions_with_UserId.csv,quiktrip,3,Tuesday
2019-10-05,Pizza Place,54.47,credit,Checking,Auto Insurance,aug_personal_transactions_with_UserId.csv,pizza place,10,Saturday
2018-09-14,State Farm,47.5,credit,Silver Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,state farm,9,Friday
2018-06-27,Grocery Store,56.0,credit,Checking,Electronics & Software,aug_personal_transactions_with_UserId.csv,grocery store,6,Wednesday
2018-11-16,Internet Service Provider,97.26,debit,Checking,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,internet service provider,11,Friday
2019-10-22,Movie Theater,38.48,credit,Checking,Gas & Fuel,aug_personal_transactions_with_UserId.csv,movie theater,10,Tuesday
2019-10-02,Internet Service Provider,63.36,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,internet service provider,10,Wednesday
2019-01-05,Amazon,11.29,debit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,amazon,1,Saturday
2018-10-07,Mediterranean Restaurant,96.57,debit,Checking,Internet,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,10,Sunday
2019-08-17,Chick-Fil-A,189.32,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,chick fil a,8,Saturday
2018-03-31,Credit Card Payment,172.82,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,3,Saturday
2018-01-14,German Restaurant,15.48,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,german restaurant,1,Sunday
2018-02-11,Grocery Store,149.19,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,grocery store,2,Sunday
2019-02-27,Credit Card Payment,153.44,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,2,Wednesday
2019-01-19,Starbucks,138.77,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,starbucks,1,Saturday
2018-03-17,Credit Card Payment,119.39,debit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,3,Saturday
2018-12-06,Grocery Store,10.86,debit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,12,Thursday
2018-04-20,American Tavern,123.54,debit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,american tavern,4,Friday
2019-06-05,Brunch Restaurant,24.67,credit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,brunch restaurant,6,Wednesday
2019-07-30,Grocery Store,15.77,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,7,Tuesday
2018-04-14,Hardware Store,1.49,credit,Silver Card,Internet,aug_personal_transactions_with_UserId.csv,hardware store,4,Saturday
2018-05-18,BP,112.18,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,bp,5,Friday
2019-07-16,Grocery Store,142.88,debit,Checking,Gas & Fuel,aug_personal_transactions_with_UserId.csv,grocery store,7,Tuesday
2018-05-23,Amazon,36.61,credit,Checking,Home Improvement,aug_personal_transactions_with_UserId.csv,amazon,5,Wednesday
2018-09-20,Amazon,47.38,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,amazon,9,Thursday
2019-07-01,Credit Card Payment,95.34,debit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,credit card payment,7,Monday
2018-07-09,Barbershop,169.87,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,barbershop,7,Monday
2019-02-06,Thai Restaurant,20.9,credit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,thai restaurant,2,Wednesday
2018-04-01,Credit Card Payment,41.99,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,4,Sunday
2019-09-19,Pizza Place,60.2,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,pizza place,9,Thursday
2018-04-14,Grocery Store,33.53,credit,Silver Card,Income,aug_personal_transactions_with_UserId.csv,grocery store,4,Saturday
2023-03-13,Part management.,798.53,expense,unknown,Health & Fitness,Personal_Finance_Dataset.csv,part management,3,Monday
2019-05-18,Mediterranean Restaurant,157.42,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,5,Saturday
2018-09-17,Netflix,53.26,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,netflix,9,Monday
2018-12-09,State Farm,123.32,credit,Silver Card,Entertainment,aug_personal_transactions_with_UserId.csv,state farm,12,Sunday
2019-07-29,Credit Card Payment,66.71,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,7,Monday
2019-11-17,Amazon,181.99,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,amazon,11,Sunday
2018-06-03,Starbucks,176.89,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,starbucks,6,Sunday
2018-10-17,Barbershop,132.66,credit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,barbershop,10,Wednesday
2019-09-23,Greek Restaurant,79.07,debit,Platinum Card,Internet,aug_personal_transactions_with_UserId.csv,greek restaurant,9,Monday
2022-09-08,Son include good.,3211.0,income,unknown,Investment,Personal_Finance_Dataset.csv,son include good,9,Thursday
2019-12-24,City Water Charges,117.14,credit,Silver Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,city water charges,12,Tuesday
2018-11-18,Credit Card Payment,27.4,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,11,Sunday
2018-12-01,Brunch Restaurant,8.0,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,brunch restaurant,12,Saturday
2020-07-23,Why like impact fly.,1559.06,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,why like impact fly,7,Thursday
2019-02-11,Starbucks,3.0,debit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,starbucks,2,Monday
2019-08-04,State Farm,5.62,debit,Silver Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,state farm,8,Sunday
2019-06-09,Credit Card Payment,69.65,credit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,credit card payment,6,Sunday
2020-07-08,Art whether between several personal.,818.09,expense,unknown,Travel,Personal_Finance_Dataset.csv,art whether between several personal,7,Wednesday
2019-08-31,Barbershop,28.82,debit,Checking,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,barbershop,8,Saturday
2018-11-25,Power Company,25.27,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,power company,11,Sunday
2019-02-11,Power Company,189.83,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,power company,2,Monday
2019-06-25,Credit Card Payment,168.72,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,6,Tuesday
2018-07-20,Biweekly Paycheck,2000.0,credit,Checking,Income,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Friday
2018-09-01,Starbucks,137.32,credit,Checking,Entertainment,aug_personal_transactions_with_UserId.csv,starbucks,9,Saturday
2023-07-21,Brother southern project learn.,1484.48,expense,unknown,Shopping,Personal_Finance_Dataset.csv,brother southern project learn,7,Friday
2020-08-05,Task improve fish.,1810.63,expense,unknown,Shopping,Personal_Finance_Dataset.csv,task improve fish,8,Wednesday
2019-12-08,Grocery Store,7.37,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,12,Sunday
2019-07-19,Credit Card Payment,48.03,credit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,7,Friday
